provider,name,website,investment_term,loans_rate,min_size,max_size,focus,status,country,location,organisation_type,provider_type,region
UnLtd,Spaces for Change,http://youngunltd.org.uk/looking-for-support/spaces-4-change/,,,,5000,"Spaces for Change (S4C) is a UK wide programme that will find, fund, support and connect young people aged 16-24 to start and run social ventures that unlock the potential of unused or under-utilised spaces for the benefit of the local community, especially other young people.  From 2016-2019 100 awards will be available for young leaders consisting of up to £5,000 project funding, a dedicated award manager providing tailored support, cohort support, and peer to peer networking opportunities for sharing knowledge and learning.  Young people aged 18 – 24 will also have the opportunity to crowd fund alongside their award with support from Spacehive. This will enable the young person to demonstrate tangible support from the local community for their idea, learn valuable skills, as well as increasing the chances of sustainability of the social venture. Opens 3rd July 2017, EOI deadline 30th Oct. 2017, Application deadline 11th Dec. 2017.",1,NULL,NULL,Individuals,Grant,United Kingdom
UnLtd,Do It  Awards,https://unltd.org.uk/doit/,,,,,"We support individuals who are:

    Aged 16 or over and living in the UK
    Not part of an established organisation

To be eligible your idea must:

    Have a real social impact
    Fulfil a clear need and demand
    Have clear outputs and goals
    Provide a learning experience or opportunity

Ideas and ventures are not eligible for an Award if they:

    Are part of your paid employment
    Involve political or religious campaigning
    Involve activities outside of the law or against public policy, or anything that encourages ethnic, religious or commercial disharmony
    Involve employing people other than yourself to carry out most of the work
    Are mainly for people to achieve academic qualifications
    Are to fund living expenses",1,NULL,NULL,Individuals,Grant,United Kingdom
UnLtd,Grow It Awards,https://unltd.org.uk/grow-it-award/,,,,15000,"The Grow It Award is for social entrepreneurs looking to scale their venture providing tailored support, access to workshops and networks, and up to £15,000 cash. This Award has replaced our Fast Growth and Build It Awards, combining our experience of helping social entrepreneurs achieve scale.",1,NULL,NULL,Individuals,,
Access,Reach Fund,http://www.reachfund.org.uk/,,,,15000,"The Reach Fund is a two year £4m grant fund that is going to test a new model for investment readiness support. The programme is funded by Access – The Foundation for Social Investment and is open to organisations in England.

Many social investors are approached by charities and social enterprises who require extra support to become 'investment ready’.

Through this programme, social investors can refer these organisations to the Reach Fund to apply for the support they need.",1,England,NULL,Non-profit,Grant,United Kingdom
Plunkett Foundation,Making Local Woods Work,https://makinglocalwoodswork.org/,,,,,"Over the next three years we’ll be working with 50 woodland social enterprises across the UK. We’ll be providing them with a range of support tailored to their individual needs; all fifty will receive four days of specialist support, with the majority then going on to receive at least some further assistance up to a further 12 days of support per group.

We’ll also be making sure there lots of ways that anyone interested in or involved with woodland social enterprise can get involved – from training events and workshops to webinars and national campaigns.",1,NULL,NULL,Non-profit,Support,United Kingdom
Co-operatives UK,The Hive – business support programme,http://www.thehive.coop,,,,,"Online portal with lots of free resources to help you plan and develop your start-up or existing co-operative business idea
Free or heavily discounted training events
One-to-one support
Mentoring
",1,NULL,NULL,Co-operative,Support,United Kingdom
Federation of City Farms and Community Gardens,Growing Together,https://www.growingtogether.community/,,,,,"Growing Together is here to support community growing groups of all kinds from community gardens and city farms to community orchards, wildlife gardens and kitchen gardens. Our remit covers a wide area of topics, including:

    Crowdfunding
    Community Shares
    Generating income through trading
    E-Commerce (Digital Income Generation)
    Procurement
    Business Planning
    Financial Governance
    Finding and securing land

Direct support, events and free online information resources
",1,NULL,NULL,Non-profit,Support,United Kingdom
BBV,Start & Grow,http://bbvonline.net/index.php/start-and-grow,,,,,"So you’ve got a great business idea but are not sure what to do next? The Start & Grow programme is here to support you! Must be located within an approved local authority area.

The Start & Grow programme provides a range of pre and post start support to individuals who have aspirations to start a business and the capability to make the business a success.

This new programme is available to those looking to start a business, that will require start-up funding to get it off the ground and expects to employ people from its early stages.

The support provided through Start & Grow is tailored to the individual needs of the owner and the business idea, but will include one to one support and advice, workshops and training, mentoring and help finding funding. ",1,NULL,NULL,Individuals,Support,United Kingdom
BBV,Virgin Start-up,http://bbvonline.net/index.php/news/virgin-startup,,,500,25000,"Virgin StartUp is a not-for-profit organisation that helps entrepreneurs aged 18 and over in England who are pre-trading or within their first 12 months of consistently trading. In certain circumstances this may be extended to 24 months.

BBV is the local delivery partner of Virgin StartUp in the north-west of England.",1,England,North West,Individuals,Loan,United Kingdom
HM Government,Business is Great,http://www.greatbusiness.gov.uk/,,,,,"Support, advice and inspiration for growing your business",1,NULL,NULL,NULL,Support,United Kingdom
HM Government,Smart Funding,https://www.gov.uk/guidance/innovation-get-details-about-innovate-uk-funding-competitions#smart,,,25000,250000,"Grant levels vary. You can get funding of up to 60% of your project costs to prove that your idea will work or to find a potential market. You can get funding of up to 45% to develop a prototype. You will need to fund the remaining costs yourself.  To qualify for Smart funding you must:

    be an early-stage, micro, small or medium-sized UK business or be thinking of starting a business
    have both the ambition and potential to achieve high growth
    work in science, engineering or technology industries",1,NULL,NULL,NULL,Grant,United Kingdom
HM Government,Patent Box,https://www.gov.uk/guidance/corporation-tax-the-patent-box,,,,,The Patent Box enables companies to apply a lower rate of Corporation Tax to profits earned after 1 April 2013 from its patented inventions. The relief will be phased in from 1 April 2013 and the lower rate of Corporation Tax to be applied will be 10%.,1,NULL,NULL,NULL,Legislation,United Kingdom
The FSE Group,Various,http://www.thefsegroup.com/,,,,,"Our primary goal is to provide tailored funding solutions and support for ambitious and innovative small and medium enterprises (SMEs), to help them achieve their maximum potential. This includes the provision of fund management services, training and consultancy, and the management of business angel networks. We also provide funding and support to businesses and organisations in the social enterprise sector.",1,NULL,NULL,Non-profit,Support,United Kingdom
Big Issue Invest,London Housing Fund,http://bigissueinvest.com/housing-fund/,,,50000,2000000,"With support from the Greater London Authority, Big Issue Invest has launched a new £10 million fund to finance the provision of new affordable housing in London.  We aim to invest the funds into community organisations, social enterprises, charities and smaller housing associations, helping them to renovate empty homes or buildings and convert them into good quality affordable housing for Londoners to rent or part buy.

The fund offers loans of between £50,000 and £2 million to qualifying applicants at competitive rates and flexible terms.  We will consider any proposal from the social sector which creates affordable housing. Exact terms will vary slightly with each proposition, but in practice, we will aim to offer a fixed interest rate. The funds may be used to purchase or refurbish properties and may also be used to pay for professional fees. We are particularly interested in projects that create apprenticeships and job opportunities for people in London.

In celebrating our recent 10th anniversary, we are pleased to be launching a £10 million fund to help transform empty homes into good quality low cost housing. We are also excited about providing long term unemployed people, veterans and out of work young people from across London with the opportunity for employment and training in",1,England,London,Non-profit,Loan,United Kingdom
Resonance,Affordable Homes Rental Fund,http://resonance.ltd.uk/get-investment/affordable-homes-rental-fund-ahrf/,8,5.5 – 7.5%,100000,1200000,"The Affordable Homes Rental Fund will lend up to 100% to Community Land Trusts or other community-led organizations that would like to build affordable homes. Conversions of existing buildings and refurbishment to create affordable homes can also be funded, as can the refinancing of affordable housing for rental after construction.

Quote - Homes for Wells J FergussonThe Fund is open to community-led groups seeking finance for affordable rental housing.",1,NULL,NULL,Non-profit,Loan,United Kingdom
Resonance,National Homelessness Property Fund,http://resonance.ltd.uk/get-investment/national-homelessness-property-fund/,,,,,"The National Homelessness Property Fund provides 1-2 bedroom flats as move-on accommodation, leased to organizations tackling homelessness.

After the success of the Real Lettings Property Fund in London, Resonance believes that this formula of working with homelessness charities and local authorities will work in other areas of the UK, which is why we developed the National Homelessness Property Fund.  The Fund is currently operating in three cities across the UK – Bristol, Oxford and Milton Keynes – with more planned.",1,England,"Bristol, Oxford, Milton Keynes",Non-profit,Equity,United Kingdom
Resonance,Resonance Bristol SITR Fund,http://resonance.ltd.uk/get-investment/bristol-sitr-fund/,6,6%,150000,275000,"Resonance’s first Social Investment Tax Relief (SITR) Fund brings £5m investment to the social enterprise sector in and around Bristol over the next two years.

The Fund offers unsecured loans over a six year term, “interest only” for the first three years..",1,England,Bristol,Non-profit,Loan,United Kingdom
Resonance,Health & Wellbeing Challenge Fund (South West),http://resonance.ltd.uk/get-investment/health-wellbeing-challenge-fund-south-west/,6,7.5%%,50000,150000,"The Health & Wellbeing Challenge Fund (South West) has £5m of new funding available to invest in voluntary, community and social enterprises (VSCEs) in the South West.

The Fund offers investment and operating finance to social enterprises working with people to tackle a range of health and care issues.",1,England,South West,Non-profit,Loan,United Kingdom
Social Investment Scotland,ASDA Community Capital,http://www.socialinvestmentscotland.com/looking-for-investment/our-funds/,,,10000,50000,"ASDA Community Capital is designed to support early stage social enterprises looking to access social investment for the first time. Using money raised through the Plastic Bag tax introduced in Scotland in October 2014, the fund aims to support social enterprises to make the step change they need to increase their social impact and/or financial sustainability.   

ASDA Community Capital has been specifically designed with affordability and flexibility in mind.

    Loans range from £10k to £50k with no penalty for partial or full early repayment
    Repayable over a maximum of 6 years.
    No interest charged or accrued in Year 1.
    No repayments in Year 1 (Interest and capital repayments start from Year 2)
    No security required
    No Arrangement fee.

Update: Apply before the 16th June 2017 to access free social impact support!",1,Scotland,NULL,Non-profit,Loan,United Kingdom
Charities Aid Foundation,The Community Land Trust Fund,https://www.cafonline.org/charities/borrowing/social-investment/community-land-trust,,7.5%,20000,400000,"Provide pre-development finance from £20,000 to £100,000 and development loans up to £400,000 that can be used to:      carry out the work needed to submit planning permission for the scheme     complete the scheme",1,"England, Wales",NULL,Non-profit,Loan,United Kingdom
Changemakers,Various,https://www.changemakers.com/opportunities,,,,,"Challenges nourish changemakers who enter.

Challenges are framed in partnerships with the worlds’ leading institutions. They are often the most visible part of a broader, multi-year, multi-million dollar commitment to changemaking. Challenges:

    convene people and solutions to tackle seemingly intractable problems,
    bring group support, visibility, and inspiration through structured exchanges between entrants, reviewers, and a broader group of experts, and
    offer nuanced conversations that are grounded in analysis of leading social entrepreneurs’ models.
    (Oh, and there are some prizes at the end too.)
",1,NULL,NULL,NULL,Support,United Kingdom
Big Lottery,Community Assets,https://www.biglotteryfund.org.uk/global-content/programmes/scotland/community-assets,,,10000,1000000,"Through Community Assets we are focused on helping local communities to address specific inequalities or disadvantages through ownership of an asset. Applicants will need to show us clear evidence that they have consulted with their communities, considered various options to meet their needs and selected the best option to address this.

We also want to fund work that is people-led, strengths-based and connected. ",1,Scotland,NULL,Non-profit,Grant,United Kingdom
Big Lottery,Grants for communty-led activity,https://www.biglotteryfund.org.uk/global-content/programmes/scotland/grants-for-community-led-activity,,,10000,150000,"This funding aims to support communities to improve the places they live and the wellbeing of those most in need.

The success rate for grants for community-led activity funding is 75% based on decisions made between 1 January and 28 February 2017. In this period we received 16 applications. Please read our blog for more information on success ratesGoes to different website

We will fund organisations to deliver work that achieves the following outcomes:

    Everyone in the community has the opportunity to influence and get involved in community-led activity
    People in the community are better connected and work together to improve their well-being.

We also want to fund work that is people-led, connected, and strengths-based.",1,Scotland,NULL,Non-profit,Grant,United Kingdom
Big Lottery,Grants for improving lives,https://www.biglotteryfund.org.uk/global-content/programmes/scotland/grants-for-improving-lives,,,10000,1000000,"Many people experience challenges at some point in their lives. We want to support activity that helps them overcome these difficulties and become more resilient.

We want to fund activity that means people:

    are better able to identify ways to take control over their lives and build resilience
    are able to shape the activities and services they use to better meet their needs
    have more access to support and opportunities to improve their lives.
",1,Scotland,NULL,Non-profit,Grant,United Kingdom
Big Lottery,Our Place,https://www.biglotteryfund.org.uk/global-content/programmes/scotland/our-place,,,10000,1000000,Our Place is an exciting place-based initiative from the Big Lottery Fund. It aims to empower local people and organisations to bring about a massive and lasting positive difference to their neighbourhood. Works in specific neighbourhoods – refer to website.,1,Scotland,NULL,Non-profit,Grant,United Kingdom
Big Lottery,Parks for People,https://www.biglotteryfund.org.uk/global-content/programmes/england/parks-for-people,,,100000,5000000,"Parks for People is a joint initiative between the Big Lottery Fund and the Heritage Lottery Fund. The programme awards grants of between £100,000 and £5 million to revitalise historic parks and cemeteries.",1,England,NULL,Non-profit,Grant,United Kingdom
Big Lottery,People and Communities,https://www.biglotteryfund.org.uk/global-content/programmes/northern-ireland/people-and-communities,,,30000,500000,"

    inShare
    Print

The People and Communities programme is designed to support you to work with local people to bring about positive changes in your community. A community could be a geographical area or a community of interest.",1,Ireland,Ireland,Non-profit,Grant,United Kingdom
Big Lottery,Scottish Land Fund,https://www.biglotteryfund.org.uk/global-content/programmes/scotland/scottish-land-fund,,,10000,1000000,"The Scottish Land Fund supports rural and urban communities to become more resilient and sustainable through the ownership and management of land and land assets.

Funded by the Scottish Government and delivered in partnership by the Big Lottery Fund and Highlands and Islands Enterprise, it offers grants of up to £1 million to help communities take ownership of the land and buildings that matter to them, as well as practical support to develop their aspirations into viable projects.",1,Scotland,NULL,Non-profit,Grant,United Kingdom
Big Lottery,Young Start,https://www.biglotteryfund.org.uk/global-content/programmes/scotland/young-start,,,10000,50000,Young Start distributes money from dormant bank accounts. It aims to create opportunities for children and young people aged between 8 and 24 to help them realise their potential.,1,Scotland,NULL,Non-profit,Grant,United Kingdom
Heritage Lottery Fund,Skills for the Future,https://www.hlf.org.uk/looking-funding/our-grant-programmes/skills-future,,,100000,750000,"

The Skills for the Future programme is focused on creating paid, high quality opportunities for new entrants to the heritage sector, and helping to sustain the heritage sector in the longer term.  

We will give priority to projects which set ambitious and credible targets for the recruitment of trainees, with the aim of broadening the demographic profile of the heritage workforce.
",1,England,NULL,Non-profit,Grant,United Kingdom
Heritage Lottery Fund,Heritage Enterprise,https://www.hlf.org.uk/looking-funding/our-grant-programmes/heritage-enterprise,,,100000,5000000,"Heritage Enterprise can help communities repair derelict historic places, giving them productive new uses. By funding the repair costs and making these buildings commercially viable, we hope to breathe new life into vacant sites. Not-for-profit organisations work with private partners to generate economic growth, and create jobs and opportunities in those places that need it the most.",1,England,NULL,Non-profit,Grant,United Kingdom
Heritage Lottery Fund,Townscape Heritage,https://www.hlf.org.uk/looking-funding/our-grant-programmes/townscape-heritage,,,100000,2000000,"

Townscape Heritage schemes help to reverse the decline of our best-loved historic townscapes. Local, regional and national organisations work together to repair buildings in conservation areas and bring them back to life.

Schemes don't just help to create attractive, vibrant places that people want to live, work, visit and invest in. They also inspire communities to find out more about their townscape heritage, and give local people the chance to learn new skills. The predecessor of this grant programme is Townscape Heritage Initiative.
",1,England,NULL,Non-profit,Grant,United Kingdom
Heritage Lottery Fund,Landscape Partnerships,https://www.hlf.org.uk/looking-funding/our-grant-programmes/landscape-partnerships,,,100000,3000000,"Landscapes are an important part of our past and play an important part in our lives today. That's why we want to help conserve them and get more people involved in understanding and looking after them for the long term. Since 2003, HLF has committed grant-aid totalling £220m to 124 Landscape Partnership schemes across the UK.

Landscape Partnership schemes put heritage conservation at the heart of rural and peri-urban regeneration. Local, regional and national organisations work together to make a real difference to landscapes and communities for the long term. They do this by conserving habitats at landscape-scale, promoting joined-up management, reviving long-lost skills, and much more. HLF-funded projects make a major contribution to work in the UK on implementing the European Landscape Convention.",1,NULL,NULL,Non-profit,Grant,United Kingdom
RDPE,LEADER,https://www.gov.uk/guidance/rural-development-programme-for-england-leader-funding,,,,,"You can apply to your Local Action Group (LAG) for funding for projects that create jobs, help your business to grow, and benefit the rural economy, under the LEADER scheme. LEADER funding is delivered via LEADER LAGs and is available to local businesses, communities, farmers, foresters and land managers.

A total of £138 million is available in the England between 2015 and 2020 under the scheme. LEADER is part of the RDPE. It is a French acronym (Liaison Entre Actions de Développement de l’Économie Rurale) which roughly translates as ‘Liaison among Actors in Rural Economic Development’.",1,England,NULL,For-profit,Grant,United Kingdom
DCLG/Power to Change,More Than a Pub,https://www.plunkett.co.uk/more-than-a-pub,,,,100000,"A comprehensive package of business development support, advice and loan and grant funding has been developed to assist community pub businesses consider their viability at all stages of their development which includes:

    A flexible package of support including:
        an advice line
        events
        workshops
        peer-to-peer study visits
        business development advice.
    Flexible bursary awards of up to £2,500 (inclusive of VAT) to fund pre-feasibility costs such as public consultation and valuations.
    Combined loan and grant funding up to £100,000 but not exceeding £75,000 £50,000 in grant contribution (average grant is expect to be c. £37,500, average loan may be around £42,800). Where the loan and grant combination is required the loan funding is a prerequisite and grant monies will only be released once the loan has been approved with a loan provider.",1,England,NULL,Non-profit,Support,United Kingdom
Locality,Community-led Buildings Project Support Grant,http://mycommunity.org.uk/funding-options/community-led-housing/,,,5000,40000,"This grant will help you to pay for the help you need to progress your community-led housing project to the point of submitting a Community Right to Build Order or a traditional planning application.

If your community is supporting your project and you are proceeding, this grant will pay for expert help and other costs associated with preparing your detailed plans.

Community groups applying for this grant are expected to contribute at least 10% of the estimated costs of developing the community–led housing proposal to the point of submitting a Community Right to Build Order or a traditional planning application. Groups must meet certain criteria to be eligible to apply.",1,England,NULL,Non-profit,Grant,United Kingdom
Locality,Community-led Buildings Pre-Feasibility Grant,http://mycommunity.org.uk/funding-options/community-led-housing/,,,1000,10000,"This grant will help you assess the feasibility of a community-led housing project prior to submitting a Community Right to Build Order or a traditional planning application.

If you have identified a possible community-led housing project and are assessing the way forward, a pre-feasibility grant will give you broad-brush information to help you progress.",1,England,NULL,Non-profit,Grant,United Kingdom
Laudato Si',Startup Challenge,http://www.laudatosichallenge.org/,,,,,"The Laudato Si’ Startup Challenge, The Laudato Si’ Startup Challenge, inspired by Pope Francis, is a global initiative that supports early to mid-stage startups in developing breakthrough enterprise solutions to the world’s most urgent challenges. The initiative was announced May 5th at the Pontifical Academy of Sciences at the Vatican, and calls to action all startup companies—across all continents and faiths—who have solutions that can mitigate climate change.",1,Europe,NULL,Non-profit,Support,Europe
Power to Change Trust,Bright Ideas Fund,http://mycommunity.org.uk/funding-options/bright-ideas-fund/,,,,,"The Community Business Bright Ideas Fund aims to give your community group the support and tools to start setting up your community business. It will also give your group the early stage finance that you need need to carry out consultation with local people and feasibility studies to develop a community business idea the community wants and needs. 
    Online induction and ongoing support, either online, by phone or where possible through visits
    Community Business development plans, to help successful groups shape and develop strategies and plans for their community business
    Mentoring and visits, to inspire applicants and give them the opportunity to learn from peers
    Regional networking and events, to learn from social finance experts, successful community business leaders, funders and technical specialists.
",1,England,NULL,Non-profit,Support,United Kingdom
Power to Change Trust,Community Business Fund,http://www.powertochange.org.uk/funding/grants/community-business-fund/,,,50000,300000,"The fund will award grants between £50,000 – £300,000 to community businesses in England. Highly competitive. Opens and loses to applications several times a year. Will only fund up to 75% of capital costs. Most refections due to failure to meet their criteria for what constitutes a community business.",1,England,NULL,Non-profit,Grant,United Kingdom
Community Shares Unit,Community Shares Booster Funding,http://communityshares.org.uk/community-shares-booster-programme-0,,,,10000,"The Community Shares Booster Programme is a new initiative to support and stimulate public involvement with community share offers in England, particularly in more disadvantaged areas and sectors where community businesses are under-represented.

This new initiative is being delivered by Co-operatives UK and Locality, via the Community Shares Unit (CSU), funded by The Power to Change (PtC) with a contribution of £1 million. Currently closed but reasonable expectation that it will reopen.

It is intended to be an exploratory programme, in which new and innovative models for community shares can explored through working with a series of groups which receive support at all the key stages, namely: development, offer period and post-launch.

If successful your community group or business could receive a business development support grant up to £10,000 in advance of launching your community share offer. After that, your organisation could have access to up to £100,000 match funding in the form of an equity investment by Co-operatives UK when the share offer goes live.",1,England,NULL,Non-profit,Grant,United Kingdom
Community Shares Unit,Community Shares Booster Equity,http://communityshares.org.uk/community-shares-booster-programme-0,,,,100000,"The Community Shares Booster Programme is a new initiative to support and stimulate public involvement with community share offers in England, particularly in more disadvantaged areas and sectors where community businesses are under-represented.

This new initiative is being delivered by Co-operatives UK and Locality, via the Community Shares Unit (CSU), funded by The Power to Change (PtC) with a contribution of £1 million. Currently closed but reasonable expectation that it will reopen.

It is intended to be an exploratory programme, in which new and innovative models for community shares can explored through working with a series of groups which receive support at all the key stages, namely: development, offer period and post-launch.

If successful your community group or business could receive a business development support grant up to £10,000 in advance of launching your community share offer. After that, your organisation could have access to up to £100,000 match funding in the form of an equity investment by Co-operatives UK when the share offer goes live.",1,England,NULL,Non-profit,Equity,United Kingdom
Power to Change Trust,Blended Funding,http://www.powertochange.org.uk/funding/blended-funding/,,,,,"One of the ways we are making it easier for community businesses to access capital is by using our grant funding to unlock extra investment from social investors – this is known as blended funding. Power to Change has teamed up with two innovative organisations, Key Fund and Social and Sustainable Capital (SASC) to make new and affordable options available.  Through these partnerships, we are using Power to Change grant funding to make affordable social finance loans available to community businesses who would not be able to access appropriate capital without our support.  

",1,England,NULL,Non-profit,Loans,United Kingdom
People’s Health Trust,Active Communities,http://www.peopleshealthtrust.org.uk/apply-for-funding,,,5000,50000,"Application windows open in specific county/region and changes monthly.

Local groups and organisations with great ideas to make their neighbourhoods and communities even better places to live are invited to apply for funding to turn their ideas into reality.

Active Communities is a funding programme for community groups and not-for-profit organisations, with an income of less than £350,000 a year or an average of £350,000 over two years, seeking investment of between £5,000 and £50,000 for projects lasting up to two years.

We're looking for small and local projects, genuinely designed and run by local people. By small, we mean just a small group of people on an estate, in a few streets or villages.   

We're also looking for great ideas from communities of interest. By this we mean a group of people who have things in common and wish to come together to address something that is important to them. These ideas could be based in one neighbourhood, or cover a wider area.",1,"England, Scotland, Wales",,Non-profit,Grant,United Kingdom
Postcode Community Trust,Postcode Community Trust,http://www.postcodecommunitytrust.org.uk/applying-for-a-grant,,,500,20000,"Postcode Community Trust was established in 2014 to support marginalised groups in obtaining the skills & resources to effect change in their own communities – awarding £2 million of funding in 2015.

Postcode Community Trust operates its own society lottery and receives all of its funding from players of People's Postcode Lottery.

In 2017, the Trust will focus on grass-roots community sports, arts, recreation, physical and mental health projects.

Two 2017 rounds closing in Feb and Aug",1,NULL,NULL,Non-profit,Grant,United Kingdom
Allen Lane Foundation,Allen Lane Foundation,http://allenlane.org.uk/our-funding/,,,,15000,"We fund particular beneficiary groups – currently these are:

    Asylum seekers and refugees
    Gypsies and Travellers
    Migrant communities
    Offenders and ex-offenders
    Older people
    People experiencing mental health problems
    People experiencing violence or abuse

While recognising (and being willing to support) on-going, tried and tested projects, we are also particularly interested in unusual, imaginative or pioneering projects which have perhaps not yet caught the public imagination. Does not fund work in Greater London.",1,NULL,NULL,Non-profit,Grant,United Kingdom
Santander Foundation,Discovery Grants,http://www.santanderfoundation.org.uk/discovery-grants.aspx,,,,5000,"Discovery Grants support projects that improve people’s knowledge, skills or which provide innovative solutions to overcome social challenges. Grants can be used to support one of our three priorities.

EXPLORER Improving people's knowledge
Such as Money Management workshops helping disadvantaged people learn how to budget.

TRANSFORMER Improving skills and experience
For example, training to help socially isolated people develop skills to get back into work or volunteering opportunities for disadvantaged young people.

CHANGEMAKER Innovative solutions to social challenges.  What about a new social networking program for visually impaired young people to access the internet?

For UK registered charities, Community Interest Companies and credit unions with at least one year’s accounts",1,NULL,NULL,Non-profit,Grant,United Kingdom
Persimmon Homes,Persimmon Community Champions,https://www.persimmonhomes.com/community-champions,,,,2000,"Our charity match programme gives donations of up to £1000 to local UK groups and charities, which have already raised vital funds themselves.

Each of our 29 businesses and our PLC head office are giving away up to £2000 each every month to fund local community initiatives.",1,NULL,NULL,Non-profit,Grant,United Kingdom
Groundwork,One Stop Carriers for Causes,http://www.groundwork.org.uk/Pages/Category/Carriers-for-Causes-uk,,,,1000,Grants up to £1000. Projects need to be within 2 miles of a participating One Stop store. Projects must benefit the local community. Grants are available to non-profit organisations and groups only,1,NULL,NULL,Non-profit,Grant,United Kingdom
Groundwork,Bags of Help,http://www.groundwork.org.uk/Sites/tescocommunityscheme/pages/Category/boh-grant-for-project-tes,,,,4000,"Applications are assessed by Groundwork to ensure they are eligible. In areas where application numbers are high, Tesco colleagues will shortlist the projects to determine which go forward to the customer vote.

Three community projects in each local area will be voted on by customers in Tesco stores throughout the UK, with projects changing every other month. Following the vote, the project that received the most votes in its area will receive a grant of up to £4,000, second place receiving up to £2,000 and third place up to £1,000.",1,NULL,NULL,Non-profit,Grant,United Kingdom
HS2 Ltd,The Community and Environment Fund,http://www.groundwork.org.uk/Sites/hs2funds/pages/Category/community-funds-hs2,,,,,"The CEF fund has been created to add benefit over and above committed mitigation and statutory compensation to communities along the route that are demonstrably disrupted by the construction of Phase One of HS2 from London to West Midlands.
There are two types of CEF funding:

CEF Local will focus on quality of life and environment in individual communities.

CEF Strategic will focus on large projects across several communities and address strategic rather than purely local concerns. Wherever possible, the CEF fund aims to leave a sustainable legacy.",1,England,NULL,Non-profit,Grant,United Kingdom
HS2 Ltd,The Business and Local Economy Fund,http://www.groundwork.org.uk/Sites/hs2funds/pages/Category/business-funds-hs2,,,10000,1000000,"The BLEF fund has been created to add benefit over and above committed mitigation and statutory compensation to support local economies that are demonstrably disrupted by the construction of HS2.

Applications will be invited for capital or revenue funding from £10,000 up to a maximum of £1 million. Through this funding, we are looking to fund interventions that will have a positive impact on local economies (this may include a number of small schemes that are brought together in a package of interventions).

Funding of less than £75,000 will typically be for short term kick-starter projects and support between £75,000 and £1 million will typically be for long-term development projects.

Primarily this funding programme is targeted at organisations which have formal objectives that support the development of local business/tourism.

You are eligible to apply for funding if your organisation is formally established for public benefit and is not for profit.",1,England,NULL,Non-profit,Grant,United Kingdom
UK Community Foundations,Various Grant ,http://www.ukcommunityfoundations.org/,,,,,"Check local Community Foundation for open grant programmes.

46 Community Foundations support local projects on a range of issues, such as poverty alleviation; emergency crisis response; and youth engagement.  The network of accredited Community Foundations gives grants totalling over £65 million annually.",1,NULL,NULL,,Grant,United Kingdom
UK Community Foundations,Youth Social Action,http://www.ukcommunityfoundations.org/our-programmes/youth-social-action,,,,,"Launched to help increase the number of young people taking part in social action.

For more details apply through 43 local Community Foundations",1,NULL,NULL,,Grant,United Kingdom
Trusthouse Charitable Foundation,Grants,http://trusthousecharitablefoundation.org.uk/grants/,,,,,"Trusthouse gives grants for running costs or one-off capital costs to charities and not-for-profit organisations

Rural Issues:
organisations which are addressing issues in rural areas. ‘Rural’ in this context means cities, towns, villages and areas with 10,000 or less inhabitants which are classified in the latest government Indices of Multiple Deprivation as being in the most deprived 50%. We are interested in, for example, projects providing transport for the elderly, disabled or disadvantaged; contact networks for the young disabled; projects which encourage a sense of community such as community centres and village halls; employment training schemes especially those promoting local, traditional crafts; projects addressing issues such as drug/alcohol misuse or homelessness.

Urban Deprivation:
local or national charities or not-for-profit organisations which are working with residents of urban areas (i.e. more than 10,000 inhabitants) which are classified in the latest government Indices of Multiple Deprivation as being in the most deprived 20%. We are interested in, for example, youth clubs; training schemes to help people out of unemployment; drop in centres for the homeless.

Community Support
For example: work with young people; community centres; support for carers; older people’s projects; help for refugees; family support; community transport; sports projects; rehabilitation of ex-offenders; alcohol and drug misuse projects; domestic violence prevention and aftermath.

Disability and Healthcare
For example: projects in deprived areas for people of all ages with physical and/or sensory disabilities; support for people with mental health issues; hospices.

Arts, Education and Heritage
For example: arts projects for people with disabilities; performance or visual arts with a clear and strong community impact; alternative education projects; supplementary teaching; heritage projects in marine or industrial areas which involve local people and have a demonstrable community benefit.",1,NULL,NULL,Non-profit,Grant,United Kingdom
Trusthouse Charitable Foundation,Community Centres and Village Halls,http://trusthousecharitablefoundation.org.uk/grants/community-centres-and-village-halls/,,,,,"Capital projects at community centres in the most deprived urban areas and village halls in remote and economically deprived rural areas.

We want to support community centres and village halls which are at the heart of small, deprived communities.  We expect that you will be providing a range of activities for all ages and abilities which help to promote community cohesion and address local problems of isolation, poverty, lack of local facilities, transport and other issues of relevance to your area. 

We interpret ‘community centres’ in the broad sense, so you might be a church, sports facility or other building which offers a range of activities throughout the week which all the community can access.

We will consider applications for new buildings; upgrading, renovating or extending buildings; improving or creating outside space (but not car parks).  You will need to have secured a minimum of 50% of the costs of the project before you start an application to us.",1,NULL,NULL,Non-profit,Grant,United Kingdom
Greggs Foundation,Environmental Grant,https://www.greggsfoundation.org.uk/environmental-grant,,,,2000,"Annual funding round.  We are interested in projects that improve the physical environment in a way that will improve people's lives. This can include purchase of equipment, sessional salary costs, purchase of trees/plants, small capital projects and learning activities. We are also interested in new approaches and innovative ideas as well as sustainable approaches to supporting your local environment. ",1,NULL,NULL,Non-profit,Grant,United Kingdom
